"gene","uniprot","name","description","namespace"
"ARMCX1","Q9P291","ARMCX1","armadillo repeat containing X-linked 1 [Source:HGNC Symbol;Acc:HGNC:18073]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARMCX2","Q7L311","ARMCX2","armadillo repeat containing X-linked 2 [Source:HGNC Symbol;Acc:HGNC:16869]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARMCX3","Q9UH62","ARMCX3","armadillo repeat containing X-linked 3 [Source:HGNC Symbol;Acc:HGNC:24065]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARMCX6","Q7L4S7","ARMCX6","armadillo repeat containing X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARMS2","P0C7Q2","ARMS2","age-related maculopathy susceptibility 2 [Source:HGNC Symbol;Acc:HGNC:32685]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARSB","P15848","ARSB","arylsulfatase B [Source:HGNC Symbol;Acc:HGNC:714]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASAH2","Q9NR71","ASAH2","N-acylsphingosine amidohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:18860]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASB9","Q96DX5","ASB9","ankyrin repeat and SOCS box containing 9 [Source:HGNC Symbol;Acc:HGNC:17184]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASS1","P00966","ASS1","argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATAD1","Q8NBU5","ATAD1","ATPase family AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATAD3A","Q9NVI7","ATAD3A","ATPase family AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATAD3B","Q5T9A4","ATAD3B","ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATAD3C","Q5T2N8","ATAD3C","ATPase family AAA domain containing 3C [Source:HGNC Symbol;Acc:HGNC:32151]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATCAY","Q86WG3","ATCAY","ATCAY kinesin light chain interacting caytaxin [Source:HGNC Symbol;Acc:HGNC:779]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATF2","P15336","ATF2","activating transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:784]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG13","O75143","ATG13","autophagy related 13 [Source:HGNC Symbol;Acc:HGNC:29091]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG14","Q6ZNE5","ATG14","autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG4B","Q9Y4P1","ATG4B","autophagy related 4B cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20790]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG4D","Q86TL0","ATG4D","autophagy related 4D cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20789]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG5","Q9H1Y0","ATG5","autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG9A","Q7Z3C6","ATG9A","autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP23","Q9Y6H3","ATP23","ATP23 metallopeptidase and ATP synthase assembly factor homolog [Source:HGNC Symbol;Acc:HGNC:29452]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP2A1","O14983","ATP2A1","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:811]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5F1A","P25705","ATP5F1A","ATP synthase F1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:823]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5F1B","P06576","ATP5F1B","ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5F1C","P36542","ATP5F1C","ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5F1D","P30049","ATP5F1D","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5F1E","P56381","ATP5F1E","ATP synthase F1 subunit epsilon [Source:HGNC Symbol;Acc:HGNC:838]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5IF1","Q9UII2","ATP5IF1","ATP synthase inhibitory factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:871]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5MC1","P05496","ATP5MC1","ATP synthase membrane subunit c locus 1 [Source:HGNC Symbol;Acc:HGNC:841]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5MC2","Q06055","ATP5MC2","ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5MC3","P48201","ATP5MC3","ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5ME","P56385","ATP5ME","ATP synthase membrane subunit e [Source:HGNC Symbol;Acc:HGNC:846]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5MF","P56134","ATP5MF","ATP synthase membrane subunit f [Source:HGNC Symbol;Acc:HGNC:848]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5MG","O75964","ATP5MG","ATP synthase membrane subunit g [Source:HGNC Symbol;Acc:HGNC:14247]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5MGL","Q7Z4Y8","ATP5MGL","ATP synthase membrane subunit g like [Source:HGNC Symbol;Acc:HGNC:13213]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5MJ","P56378","ATP5MJ","ATP synthase membrane subunit j [Source:HGNC Symbol;Acc:HGNC:1188]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5MK","Q96IX5","ATP5MK","ATP synthase membrane subunit k [Source:HGNC Symbol;Acc:HGNC:30889]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5PB","P24539","ATP5PB","ATP synthase peripheral stalk-membrane subunit b [Source:HGNC Symbol;Acc:HGNC:840]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5PD","O75947","ATP5PD","ATP synthase peripheral stalk subunit d [Source:HGNC Symbol;Acc:HGNC:845]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5PF","P18859","ATP5PF","ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP5PO","P48047","ATP5PO","ATP synthase peripheral stalk subunit OSCP [Source:HGNC Symbol;Acc:HGNC:850]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP7B","P35670","ATP7B","ATPase copper transporting beta [Source:HGNC Symbol;Acc:HGNC:870]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATPAF1","Q5TC12","ATPAF1","ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18803]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATPAF2","Q8N5M1","ATPAF2","ATP synthase mitochondrial F1 complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:18802]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATPSCKMT","Q6P4H8","ATPSCKMT","ATP synthase c subunit lysine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:27029]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATXN3","P54252","ATXN3","ataxin 3 [Source:HGNC Symbol;Acc:HGNC:7106]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AUH","Q13825","AUH","AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AURKAIP1","Q9NWT8","AURKAIP1","aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AZIN2","Q96A70","AZIN2","antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BAD","Q92934","BAD","BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BAG5","Q9UL15","BAG5","BAG cochaperone 5 [Source:HGNC Symbol;Acc:HGNC:941]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BAK1","Q16611","BAK1","BCL2 antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BAX","Q07812","BAX","BCL2 associated X, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:959]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BBC3","Q96PG8","BBC3","BCL2 binding component 3 [Source:HGNC Symbol;Acc:HGNC:17868]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BBC3","Q9BXH1","BBC3","BCL2 binding component 3 [Source:HGNC Symbol;Acc:HGNC:17868]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BBOX1","O75936","BBOX1","gamma-butyrobetaine hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:964]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCAP31","P51572","BCAP31","B cell receptor associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCAT1","P54687","BCAT1","branched chain amino acid transaminase 1 [Source:HGNC Symbol;Acc:HGNC:976]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCAT2","O15382","BCAT2","branched chain amino acid transaminase 2 [Source:HGNC Symbol;Acc:HGNC:977]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCKDHA","P12694","BCKDHA","branched chain keto acid dehydrogenase E1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:986]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCKDHB","P21953","BCKDHB","branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCKDK","O14874","BCKDK","branched chain keto acid dehydrogenase kinase [Source:HGNC Symbol;Acc:HGNC:16902]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2","P10415","BCL2","BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2A1","Q16548","BCL2A1","BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2L1","Q07817","BCL2L1","BCL2 like 1 [Source:HGNC Symbol;Acc:HGNC:992]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2L10","Q9HD36","BCL2L10","BCL2 like 10 [Source:HGNC Symbol;Acc:HGNC:993]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2L11","O43521","BCL2L11","BCL2 like 11 [Source:HGNC Symbol;Acc:HGNC:994]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2L13","Q9BXK5","BCL2L13","BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2L2","Q92843","BCL2L2","BCL2 like 2 [Source:HGNC Symbol;Acc:HGNC:995]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2L2","Q92843","BCL2L2-PABPN1","BCL2L2-PABPN1 readthrough [Source:HGNC Symbol;Acc:HGNC:42959]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCLAF3","A2AJT9","BCLAF3","BCLAF1 and THRAP3 family member 3 [Source:HGNC Symbol;Acc:HGNC:27413]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCO2","Q9BYV7","BCO2","beta-carotene oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:18503]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCS1L","Q9Y276","BCS1L","BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone [Source:HGNC Symbol;Acc:HGNC:1020]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BDH1","Q02338","BDH1","3-hydroxybutyrate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:1027]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BECN1","Q14457","BECN1","beclin 1 [Source:HGNC Symbol;Acc:HGNC:1034]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BID","P55957","BID","BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BIK","Q13323","BIK","BCL2 interacting killer [Source:HGNC Symbol;Acc:HGNC:1051]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BLID","Q8IZY5","BLID","BH3-like motif containing, cell death inducer [Source:HGNC Symbol;Acc:HGNC:33495]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BLOC1S1","P78537","BLOC1S1","biogenesis of lysosomal organelles complex 1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:4200]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BLOC1S2","Q6QNY1","BLOC1S2","biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BLTP1","Q2LD37","BLTP1","bridge-like lipid transfer protein family member 1 [Source:HGNC Symbol;Acc:HGNC:26953]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BLTP2","Q14667","BLTP2","bridge-like lipid transfer protein family member 2 [Source:HGNC Symbol;Acc:HGNC:28960]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BMF","Q96LC9","BMF","Bcl2 modifying factor [Source:HGNC Symbol;Acc:HGNC:24132]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BNIP1","Q12981","BNIP1","BCL2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1082]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BNIP3","Q12983","BNIP3","BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BNIP3L","O60238","BNIP3L","BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BOK","Q9UMX3","BOK","BCL2 family apoptosis regulator BOK [Source:HGNC Symbol;Acc:HGNC:1087]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BOLA1","Q9Y3E2","BOLA1","bolA family member 1 [Source:HGNC Symbol;Acc:HGNC:24263]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BOLA3","Q53S33","BOLA3","bolA family member 3 [Source:HGNC Symbol;Acc:HGNC:24415]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BPHL","Q86WA6","BPHL","biphenyl hydrolase like [Source:HGNC Symbol;Acc:HGNC:1094]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRAF","P15056","BRAF","B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRD8","Q9H0E9","BRD8","bromodomain containing 8 [Source:HGNC Symbol;Acc:HGNC:19874]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRI3BP","Q8WY22","BRI3BP","BRI3 binding protein [Source:HGNC Symbol;Acc:HGNC:14251]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRINP3","Q76B58","BRINP3","BMP/retinoic acid inducible neural specific 3 [Source:HGNC Symbol;Acc:HGNC:22393]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BSG","P35613","BSG","basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BTD","P43251","BTD","biotinidase [Source:HGNC Symbol;Acc:HGNC:1122]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C10ORF67","Q8IYJ2","C10orf67","chromosome 10 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:28716]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C10ORF88","Q9H8K7","C10orf88","chromosome 10 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:25822]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"C11ORF65","Q8NCR3","C11orf65","chromosome 11 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:28519]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C14ORF119","Q9NWQ9","C14orf119","chromosome 14 open reading frame 119 [Source:HGNC Symbol;Acc:HGNC:20270]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C15ORF48","Q9C002","C15orf48","chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C15ORF62","A8K5M9","C15orf62","chromosome 15 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:34489]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C19ORF12","Q9NSK7","C19orf12","chromosome 19 open reading frame 12 [Source:HGNC Symbol;Acc:HGNC:25443]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1QBP","Q07021","C1QBP","complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1ORF43","Q9BWL3","C1orf43","chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:29876]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C2ORF69","Q8N8R5","C2orf69","chromosome 2 open reading frame 69 [Source:HGNC Symbol;Acc:HGNC:26799]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CA5A","P35218","CA5A","carbonic anhydrase 5A [Source:HGNC Symbol;Acc:HGNC:1377]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CA5B","Q9Y2D0","CA5B","carbonic anhydrase 5B [Source:HGNC Symbol;Acc:HGNC:1378]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CABS1","Q96KC9","CABS1","calcium binding protein, spermatid associated 1 [Source:HGNC Symbol;Acc:HGNC:30710]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CALM3","P0DP25","CALM3","calmodulin 3 [Source:HGNC Symbol;Acc:HGNC:1449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAMK2A","Q9UQM7","CAMK2A","calcium/calmodulin dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CANX","P27824","CANX","calnexin [Source:HGNC Symbol;Acc:HGNC:1473]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPN1","P07384","CAPN1","calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPN10","Q9HC96","CAPN10","calpain 10 [Source:HGNC Symbol;Acc:HGNC:1477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPN2","P17655","CAPN2","calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPRIN2","Q6IMN6","CAPRIN2","caprin family member 2 [Source:HGNC Symbol;Acc:HGNC:21259]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CARD19","Q96LW7","CARD19","caspase recruitment domain family member 19 [Source:HGNC Symbol;Acc:HGNC:28148]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CARS2","Q9HA77","CARS2","cysteinyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25695]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASP14","P31944","CASP14","caspase 14 [Source:HGNC Symbol;Acc:HGNC:1502]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASP2","P42575","CASP2","caspase 2 [Source:HGNC Symbol;Acc:HGNC:1503]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASP4","P49662","CASP4","caspase 4 [Source:HGNC Symbol;Acc:HGNC:1505]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASP8","Q14790","CASP8","caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASP8AP2","None","None","None",""
"CASP9","P55211","CASP9","caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASQ1","P31415","CASQ1","calsequestrin 1 [Source:HGNC Symbol;Acc:HGNC:1512]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAT","P04040","CAT","catalase [Source:HGNC Symbol;Acc:HGNC:1516]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAVIN1","Q6NZI2","CAVIN1","caveolae associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9688]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CBR4","Q8N4T8","CBR4","carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCAR2","Q8N163","CCAR2","cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC51","Q96ER9","CCDC51","coiled-coil domain containing 51 [Source:HGNC Symbol;Acc:HGNC:25714]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC70","Q6NSX1","CCDC70","coiled-coil domain containing 70 [Source:HGNC Symbol;Acc:HGNC:25303]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"CCDC90B","Q9GZT6","CCDC90B","coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:HGNC:28108]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCM2","Q9BSQ5","CCM2","CCM2 scaffold protein [Source:HGNC Symbol;Acc:HGNC:21708]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCN6","O95389","CCN6","cellular communication network factor 6 [Source:HGNC Symbol;Acc:HGNC:12771]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCNB1","P14635","CCNB1","cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCR7","P32248","CCR7","C-C motif chemokine receptor 7 [Source:HGNC Symbol;Acc:HGNC:1608]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDC25C","P30307","CDC25C","cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDK1","P06493","CDK1","cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDK5RAP1","Q96SZ6","CDK5RAP1","CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDS2","O95674","CDS2","CDP-diacylglycerol synthase 2 [Source:HGNC Symbol;Acc:HGNC:1801]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CEBPZOS","A8MTT3","CEBPZOS","CEBPZ opposite strand [Source:HGNC Symbol;Acc:HGNC:49288]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
